PaperID,Title,PubYear,Source,DOI,citation_id,authors_text,authorships_names,authorships_orcids
7168,AMDDLmodel: Android smartphones malware detection using deep learning model,2024,OpenAlex,10.1371/journal.pone.0296722,,"Muhammad Aamir, Muhammad Waseem Iqbal, Mariam Nosheen, Muhammad Usman Ashraf, Ahmad Shaf, Khalid Ali Almarhabi, Ahmed Mohammed Alghamdi, Adel A. Bahaddad","""[\""Muhammad Aamir\"", \""Muhammad Waseem Iqbal\"", \""Mariam Nosheen\"", \""Muhammad Usman Ashraf\"", \""Ahmad Shaf\"", \""Khalid Ali Almarhabi\"", \""Ahmed Mohammed Alghamdi\"", \""Adel A. Bahaddad\""]""","""[\""https://orcid.org/0000-0003-0580-3921\"", \""https://orcid.org/0000-0001-6284-5904\"", null, \""https://orcid.org/0000-0001-7341-8625\"", \""https://orcid.org/0000-0002-0633-5587\"", \""https://orcid.org/0000-0002-3104-209X\"", \""https://orcid.org/0000-0001-7644-5039\"", \""https://orcid.org/0000-0001-5137-5054\""]"""
7169,An Efficient Routing Scheme Based on Node Density for Underwater Acoustic Sensors Networks,2024,OpenAlex,10.3837/tiis.2024.05.013,,"Rooh Ullah, Beenish Ayesha Akram, Amna Zafar, Atif Saeed, Sultan H. Almotiri, Mohammed A. Al Ghamdi","""[\""Rooh Ullah\"", \""Beenish Ayesha Akram\"", \""Amna Zafar\"", \""Atif Saeed\"", \""Sultan H. Almotiri\"", \""Mohammed A. Al Ghamdi\""]""","""[null, \""https://orcid.org/0000-0002-5348-9132\"", \""https://orcid.org/0000-0003-2010-3018\"", \""https://orcid.org/0000-0002-7889-8944\"", \""https://orcid.org/0000-0003-1594-9115\"", null]"""
7171,Deepfake forensics: a survey of digital forensic methods for multimodal deepfake identification on social media,2024,OpenAlex,10.7717/peerj-cs.2037,,"Shavez Mushtaq Qureshi, Atif Saeed, Sultan H. Almotiri, Farooq Ahmad, Mohammed A. Al Ghamdi","""[\""Shavez Mushtaq Qureshi\"", \""Atif Saeed\"", \""Sultan H. Almotiri\"", \""Farooq Ahmad\"", \""Mohammed A. Al Ghamdi\""]""","""[null, \""https://orcid.org/0000-0002-7889-8944\"", \""https://orcid.org/0000-0003-1594-9115\"", \""https://orcid.org/0000-0002-1134-6280\"", null]"""
7172,Development of Polymeric Micelles for Combined Delivery of Luteolin and Doxorubicin for Cancer Therapy,2024,OpenAlex,10.7150/jca.96402,,"Saad Alshamrani, Ashok Kumar, Mohammed S. Aldughaim, Khalid M. Al-Ghamdi, Muhammad Delwar Hussain, Fars K. Alanazi, Mohsin Kazi","""[\""Saad Alshamrani\"", \""Ashok Kumar\"", \""Mohammed S. Aldughaim\"", \""Khalid M. Al-Ghamdi\"", \""Muhammad Delwar Hussain\"", \""Fars K. Alanazi\"", \""Mohsin Kazi\""]""","""[null, \""https://orcid.org/0000-0002-0561-9983\"", null, \""https://orcid.org/0000-0002-5831-6732\"", \""https://orcid.org/0000-0003-1063-8203\"", \""https://orcid.org/0009-0006-3104-2096\"", \""https://orcid.org/0000-0002-5611-0378\""]"""
7173,Exploring of Anticitrullinated Antibodies (ACPAs) and Serum-Derived Exosomes Cargoes,2024,OpenAlex,10.20944/preprints202411.0677.v1,,"Mohammed A. Alghamdi, Sami M. Bahlas, Sultan Abdulmughni Alamry, Ehab H. Mattar, Elrashdy M. Redwan","""[\""Mohammed A. Alghamdi\"", \""Sami M. Bahlas\"", \""Sultan Abdulmughni Alamry\"", \""Ehab H. Mattar\"", \""Elrashdy M. Redwan\""]""","""[\""https://orcid.org/0000-0003-2606-4427\"", \""https://orcid.org/0000-0002-0526-6962\"", \""https://orcid.org/0000-0002-4344-9436\"", \""https://orcid.org/0000-0002-8396-4547\"", \""https://orcid.org/0000-0001-8246-0075\""]"""
7174,IBEA Algorithm for Energy Optimization in Context-Aware Smart Cities,2024,OpenAlex,10.20944/preprints202411.1468.v1,,"Muhammad Abid Jamil, Mohammed A. Al Ghamdi, Sultan H. Almotiri","""[\""Muhammad Abid Jamil\"", \""Mohammed A. Al Ghamdi\"", \""Sultan H. Almotiri\""]""","""[\""https://orcid.org/0000-0001-9199-0844\"", \""https://orcid.org/0000-0002-5993-5236\"", \""https://orcid.org/0000-0003-1594-9115\""]"""
7175,"Knowledge and Awareness of Varicose Veins and Its Risk Factors in Al-Qunfudah, Saudi Arabia",2024,OpenAlex,10.7759/cureus.60266,,"Medhat Taha, Yahya Soliman Alhilaly, Mohammed Adel alghamdi, Abdulrahman Ali Alharbi, Abdulrhman Abdullah Alhazmi, Mazen Mohammed Alzelaei, Mohammed Ali Alquzi, Faisal Ali Alhasani, Ibrahim Omar Alquzi","""[\""Medhat Taha\"", \""Yahya Soliman Alhilaly\"", \""Mohammed Adel alghamdi\"", \""Abdulrahman Ali Alharbi\"", \""Abdulrhman Abdullah Alhazmi\"", \""Mazen Mohammed Alzelaei\"", \""Mohammed Ali Alquzi\"", \""Faisal Ali Alhasani\"", \""Ibrahim Omar Alquzi\""]""","""[\""https://orcid.org/0000-0001-8440-5002\"", null, null, null, null, null, null, null, null]"""
7176,"Modulatory effects of oxytocin on normal human cultured melanocyte proliferation, migration, and melanogenesis",2024,OpenAlex,10.1016/j.tice.2024.102579,,"Mohammed M. Alanazi, Sary Alsanea, Ashok Kumar, Zeyad Alehaideb, Sabine Matou‐Nasri, Khalid M. AlGhamdi","""[\""Mohammed M. Alanazi\"", \""Sary Alsanea\"", \""Ashok Kumar\"", \""Zeyad Alehaideb\"", \""Sabine Matou\u2010Nasri\"", \""Khalid M. AlGhamdi\""]""","""[\""https://orcid.org/0000-0002-0483-8113\"", \""https://orcid.org/0000-0002-5323-5781\"", \""https://orcid.org/0000-0002-2580-0253\"", \""https://orcid.org/0000-0002-7185-2820\"", \""https://orcid.org/0000-0003-4372-2903\"", \""https://orcid.org/0000-0002-5030-5035\""]"""
7177,"Prevalence of Gastroesophageal Reflux Disease and Its Impact on the Quality of Life Among Obese Individuals in Al-Baha Region, Saudi Arabia",2024,OpenAlex,10.7759/cureus.63073,,"Ahmed T. M. Elshennawy, Ibrahim M. Shatla, Ramy Hassan Agwa, Hind A Alghamdi, Muattish Turki N Alghamdi, Abdullah Mohammad M Alnashri, Sarah Dhaifallah S Alqarni, Sami Saeed B Alghamdi, Salwa Ibrahim M Alghamdi, Mohammed A. Alghamdi","""[\""Ahmed T. M. Elshennawy\"", \""Ibrahim M. Shatla\"", \""Ramy Hassan Agwa\"", \""Hind A Alghamdi\"", \""Muattish Turki N Alghamdi\"", \""Abdullah Mohammad M Alnashri\"", \""Sarah Dhaifallah S Alqarni\"", \""Sami Saeed B Alghamdi\"", \""Salwa Ibrahim M Alghamdi\"", \""Mohammed A. Alghamdi\""]""","""[null, \""https://orcid.org/0000-0001-6718-7322\"", \""https://orcid.org/0000-0003-3207-7486\"", null, null, null, null, null, null, \""https://orcid.org/0000-0003-2606-4427\""]"""
7178,Randić spectrum of the weakly zero-divisor graph of the ring ℤ <sub>n</sub>,2024,OpenAlex,10.1080/09728600.2024.2358360,,"Nadeem ur Rehman, Nazim Nazim, Ahmad M. Alghamdi, Eman S. Almotairi","""[\""Nadeem ur Rehman\"", \""Nazim Nazim\"", \""Ahmad M. Alghamdi\"", \""Eman S. Almotairi\""]""","""[\""https://orcid.org/0000-0003-3955-7941\"", null, \""https://orcid.org/0000-0001-9715-1558\"", \""https://orcid.org/0000-0002-3335-1638\""]"""
7179,Some Remarks on Anchor of Irreducible Characters,2024,Manual,10.32037/agta-2024-004,,,,
7180,The IMPACT OF HONEYBEE GUT BACTERIA ON THE SURVIVAL OF HONEYBEES EXPOSED TO INSECTICIDES,2024,OpenAlex,10.55251/jmbfs.11870,,"Abdulaziz A. Al-Humayd, Khalid M. Al-Ghamdi, Jazem A. Mahyoub, Saleh M. Al‐Maaqar, Fahdah Ayed Alshammari, Muhammad Baqir Hussain, Ammar AL‐Farga, Saad M. Howladar, Максим Ребезов, Sergey Okhramenko, Viktor Moiseev, Sara Kian, Mohammad Ali Shariati, Mohammad Ali Shariati","""[\""Abdulaziz A. Al-Humayd\"", \""Khalid M. Al-Ghamdi\"", \""Jazem A. Mahyoub\"", \""Saleh M. Al\u2010Maaqar\"", \""Fahdah Ayed Alshammari\"", \""Muhammad Baqir Hussain\"", \""Ammar AL\u2010Farga\"", \""Saad M. Howladar\"", \""\u041c\u0430\u043a\u0441\u0438\u043c \u0420\u0435\u0431\u0435\u0437\u043e\u0432\"", \""Sergey Okhramenko\"", \""Viktor Moiseev\"", \""Sara Kian\"", \""Mohammad Ali Shariati\"", \""Mohammad Ali Shariati\""]""","""[\""https://orcid.org/0009-0008-4712-9860\"", \""https://orcid.org/0000-0002-5831-6732\"", \""https://orcid.org/0000-0002-6778-4255\"", \""https://orcid.org/0000-0001-5184-1529\"", \""https://orcid.org/0000-0002-0277-1445\"", \""https://orcid.org/0000-0003-0542-047X\"", \""https://orcid.org/0000-0002-0233-5539\"", null, \""https://orcid.org/0000-0003-0857-5143\"", null, null, null, \""https://orcid.org/0000-0001-9376-5771\"", \""https://orcid.org/0000-0001-9376-5771\""]"""
7181,Temporal-Logic-Based Testing Tool Architecture for Dual-Programming Model Systems,2024,OpenAlex,10.3390/computers13040086,,"Salwa Saad, Etimad Fadel, Ohoud Alzamzami, Fathy Eassa, Ahmed Mohammed Alghamdi","""[\""Salwa Saad\"", \""Etimad Fadel\"", \""Ohoud Alzamzami\"", \""Fathy Eassa\"", \""Ahmed Mohammed Alghamdi\""]""","""[null, \""https://orcid.org/0000-0002-7204-9474\"", \""https://orcid.org/0000-0002-6555-8166\"", \""https://orcid.org/0000-0003-3987-9051\"", \""https://orcid.org/0000-0001-7644-5039\""]"""
7182,The Role of Machine Learning in Managing and Organizing Healthcare Records,2024,OpenAlex,10.48084/etasr.7027,,"Ahmed Mohammed Alghamdi, Mahmoud Ahmad Al‐Khasawneh, Ala Abdulsalam Alarood, Eesa Alsolami","""[\""Ahmed Mohammed Alghamdi\"", \""Mahmoud Ahmad Al\u2010Khasawneh\"", \""Ala Abdulsalam Alarood\"", \""Eesa Alsolami\""]""","""[\""https://orcid.org/0000-0001-7644-5039\"", \""https://orcid.org/0000-0003-1698-0237\"", \""https://orcid.org/0000-0001-6099-1027\"", \""https://orcid.org/0000-0003-0132-6662\""]"""
6983,Assessing the hepatoprotective effects of hesperidin on liver-associated disorders in albino rats with experimentally induced obesity and type II diabetes: a histological and …,2023,Scholar,,yYNXiPMAAAAJ:3fE2CSJIrl8C,"IS Atta, MR Elnady, AG Alghamdi, AH Alghamdi, AA Aboulata, IM Shatla",,
6990,"Knowledge and awareness about gastric cancer among the general population in Al-Baha city, Saudi Arabia",2023,Scholar,10.7759/cureus.39589,yYNXiPMAAAAJ:Se3iqnhoufwC,"AG Alghamdi, AM Alshareef, AT Alzahrani, ZS Alharthi, SS Alghamdi, ...","""[\""Ali G Alghamdi\"", \""Alshareef M. Alshareef\"", \""Aghnar T Alzahrani\"", \""Ziyad Alharthi\"", \""S. AlGhamdi\"", \""Ahmed Mohammed Alghamdi\"", \""Faisal A. Alzahrani\"", \""Reem A Alzahrani\""]""","""[null, null, \""https://orcid.org/0009-0004-3651-7922\"", null, null, \""https://orcid.org/0000-0001-7644-5039\"", \""https://orcid.org/0000-0003-0441-4000\"", null]"""
6993,Study of Streptococcus mutans in early biofilms at the surfaces of various dental composite resins,2023,Scholar,10.7759/cureus.38090,yYNXiPMAAAAJ:hqOjcs7Dif8C,"D Alqarni, M Nakajima, J Tagami, MS Alzahrani, AC Sá-Pinto, A Alghamdi, ...","""[\""Dhaifallah Alqarni\"", \""Masatoshi Nakajima\"", \""Junji Tagami\"", \""Mohammed S Alzahrani\"", \""Ana Clara S\u00e1-Pinto\"", \""Ali Alghamdi\"", \""Keiichi Hosaka\"", \""Fouad Alzahrani\"", \""Omar A Alsadon\"", \""Raed Alharbi\"", \""Shaia Almalki\"", \""Abdullah Ali H. Alzahrani\""]""","""[null, \""https://orcid.org/0000-0001-6480-5308\"", \""https://orcid.org/0000-0003-4865-0515\"", null, null, \""https://orcid.org/0000-0001-9292-8575\"", \""https://orcid.org/0000-0002-8471-358X\"", null, null, \""https://orcid.org/0000-0003-0247-3824\"", \""https://orcid.org/0000-0002-5899-9035\"", \""https://orcid.org/0000-0002-7925-0699\""]"""
7035,Some New Copson-Type Inequalities on Time Scales Delta Calculus,2023,OpenAlex,10.21203/rs.3.rs-3279444/v1,,"A. M. Ahmed, Ahmed I. Saied, Haytham M. Rezk","""[\""A. M. Ahmed\"", \""Ahmed I. Saied\"", \""Haytham M. Rezk\""]""","""[\""https://orcid.org/0000-0002-5829-5038\"", null, \""https://orcid.org/0000-0001-6782-7908\""]"""
7040,High-Grade B-Cell Lymphoma With Malignant Effusions as the Initial Presentation,2023,OpenAlex,10.1093/ajcp/aqac182,,"Z Aljumaili, Y Helen Zhang, Wei Wang, Brenda Mai, Xiaohong I. Wang, Ahmed Ahmed, Wei Wang, Shimin Hu, M. James You, Zhihong Hu","""[\""Z Aljumaili\"", \""Y Helen Zhang\"", \""Wei Wang\"", \""Brenda Mai\"", \""Xiaohong I. Wang\"", \""Ahmed Ahmed\"", \""Wei Wang\"", \""Shimin Hu\"", \""M. James You\"", \""Zhihong Hu\""]""","""[\""https://orcid.org/0000-0002-8665-2581\"", null, \""https://orcid.org/0000-0002-1957-3226\"", \""https://orcid.org/0000-0003-4767-1293\"", null, \""https://orcid.org/0000-0002-0577-3235\"", \""https://orcid.org/0000-0001-6821-4556\"", \""https://orcid.org/0000-0001-7110-3814\"", \""https://orcid.org/0000-0002-9111-8068\"", \""https://orcid.org/0000-0002-9751-5611\""]"""
7069,"Prevalence and Risk Factors of Home Accidents Among Children Under Five Years of Age in Al-Baha, Saudi Arabia",2023,OpenAlex,10.7759/cureus.46846,,"Fahad Alamr, Hadeel M. Alzahrani, Ahmed Mohammed A Alghamdi, Abdulrhman Saleh A Alzhrani, Feras Atiyah A Alzahrani, Lama Mohammad A Alkhediwi, Mohammed Alghamdi, Meelaf Ali M Alhomrani, Omer M Aburaida","""[\""Fahad Alamr\"", \""Hadeel M. Alzahrani\"", \""Ahmed Mohammed A Alghamdi\"", \""Abdulrhman Saleh A Alzhrani\"", \""Feras Atiyah A Alzahrani\"", \""Lama Mohammad A Alkhediwi\"", \""Mohammed Alghamdi\"", \""Meelaf Ali M Alhomrani\"", \""Omer M Aburaida\""]""","""[\""https://orcid.org/0000-0003-4743-9806\"", null, null, null, null, null, \""https://orcid.org/0000-0002-9794-554X\"", null, null]"""
7072,Rational Design of Advanced Metal Organic Framework‐Based Nanostructured Catalysts toward Electrocatalytic CO<sub>2</sub> Conversion: A Mini Review,2023,OpenAlex,10.1002/ente.202300461,,"Mohammed Alghamdi, F. Al-dolaimy, Saja Abdulrahman Althobaiti, Ebraheem Abdu Musad Saleh, Sherzod Abdullaev, Kamal Sharma, Ali Hasan, Kamran Qadir, Sokaina Issa Kadhim, Adeeb Abdulally Abdulhussien Alazbjee, Waqasg Aminiona Abhar, Xie Shouhong Liango","""[\""Mohammed Alghamdi\"", \""F. Al-dolaimy\"", \""Saja Abdulrahman Althobaiti\"", \""Ebraheem Abdu Musad Saleh\"", \""Sherzod Abdullaev\"", \""Kamal Sharma\"", \""Ali Hasan\"", \""Kamran Qadir\"", \""Sokaina Issa Kadhim\"", \""Adeeb Abdulally Abdulhussien Alazbjee\"", \""Waqasg Aminiona Abhar\"", \""Xie Shouhong Liango\""]""","""[\""https://orcid.org/0000-0002-9794-554X\"", null, null, null, \""https://orcid.org/0000-0002-2454-6708\"", \""https://orcid.org/0000-0003-1863-2949\"", \""https://orcid.org/0000-0002-9364-3608\"", \""https://orcid.org/0000-0001-9049-171X\"", null, null, null, null]"""
7073,"Awareness of Preeclampsia and Its Associated Factors Among Women in Al Baha Region, Saudi Arabia",2023,OpenAlex,10.7759/cureus.49038,,"Tajelsir Osman, Eman A Keshk, Abdullah Ali S Alghamdi, Mohammed Alghamdi, Mohammed Abdullah A Alghamdi, Ahmed Alzahrani, Khalid N Alghamdi, Yasser A Alzahrani, Abdulrahman Abdullah Alghamdi, Rahaf Alghamdi","""[\""Tajelsir Osman\"", \""Eman A Keshk\"", \""Abdullah Ali S Alghamdi\"", \""Mohammed Alghamdi\"", \""Mohammed Abdullah A Alghamdi\"", \""Ahmed Alzahrani\"", \""Khalid N Alghamdi\"", \""Yasser A Alzahrani\"", \""Abdulrahman Abdullah Alghamdi\"", \""Rahaf Alghamdi\""]""","""[null, null, null, \""https://orcid.org/0000-0002-9794-554X\"", null, \""https://orcid.org/0000-0002-5010-3249\"", null, null, \""https://orcid.org/0000-0002-9976-5016\"", \""https://orcid.org/0000-0003-0281-7340\""]"""
7131,CASE REPORT OF HUMAN URINARY MYIASIS BY PSYCHODAALBIPENNIS,2023,OpenAlex,10.5281/zenodo.7623890,,"Rehab Khaleel Alenazy, Afnan Abdulrahman Alwarthan, Mohammed Alghamdi, Ahmad Mohealdeen Aldawalibi","""[\""Rehab Khaleel Alenazy\"", \""Afnan Abdulrahman Alwarthan\"", \""Mohammed Alghamdi\"", \""Ahmad Mohealdeen Aldawalibi\""]""","""[null, null, \""https://orcid.org/0000-0002-9794-554X\"", null]"""
7132,"Review of: ""A Perspective for Economic and Social Unfoldings of AI""",2023,OpenAlex,10.32388/mhxicj,,Mohammed Alghamdi,"""[\""Mohammed Alghamdi\""]""","""[\""https://orcid.org/0000-0002-9794-554X\""]"""
7133,"Prevalence of Selective Serotonin Reuptake Inhibitor Use Among Pregnant Women From 2017 to 2020 in King Abdulaziz Medical City, Jeddah, Saudi Arabia: A Retrospective Study",2023,OpenAlex,10.7759/cureus.47745,,"Alqassem Y. Hakami, Rami Ghazi Ahmad, Mustafa M Bukhari, Mohammed Almalki, Mamdoh M Ahmed, Mohammed Alghamdi, M. Kalantan, Khalil M Alsulami","""[\""Alqassem Y. Hakami\"", \""Rami Ghazi Ahmad\"", \""Mustafa M Bukhari\"", \""Mohammed Almalki\"", \""Mamdoh M Ahmed\"", \""Mohammed Alghamdi\"", \""M. Kalantan\"", \""Khalil M Alsulami\""]""","""[\""https://orcid.org/0000-0003-2477-1339\"", null, null, \""https://orcid.org/0009-0007-1672-7094\"", null, \""https://orcid.org/0000-0002-9794-554X\"", null, null]"""
7134,Factors associated with first pass success rate during intubation in the emergency department: a systematic review,2023,OpenAlex,10.24911/ijmdc.51-1700547974,,"Ahmad H. Alomari, Mohammed Alghamdi, Raghad Alshehri, Abdulrahman Shuraym, Sara Habib, Malak K AlSugayer, Kholod Alsharari, Abdulwahab Alhussain, Shatha Almuyidi, Fatimah Alhammad","""[\""Ahmad H. Alomari\"", \""Mohammed Alghamdi\"", \""Raghad Alshehri\"", \""Abdulrahman Shuraym\"", \""Sara Habib\"", \""Malak K AlSugayer\"", \""Kholod Alsharari\"", \""Abdulwahab Alhussain\"", \""Shatha Almuyidi\"", \""Fatimah Alhammad\""]""","""[\""https://orcid.org/0000-0002-4046-8965\"", \""https://orcid.org/0000-0002-9794-554X\"", null, null, null, null, null, null, null, null]"""
7135,Diagnosis and management of erythroderma; a systematic review,2023,OpenAlex,10.24911/ijmdc.51-1700391422,,"Hani Albalawi, Abdulaziz Altemani, Abdulrahman Saleem Alhweiti, Mazen Hamoud A Alatawi, Abdulaziz A Albalawi, Faisal Alharthi, Saleh Alatawi, Mohammed Alghamdi, Bandar Ahmed Alamrani, Maram Algrani","""[\""Hani Albalawi\"", \""Abdulaziz Altemani\"", \""Abdulrahman Saleem Alhweiti\"", \""Mazen Hamoud A Alatawi\"", \""Abdulaziz A Albalawi\"", \""Faisal Alharthi\"", \""Saleh Alatawi\"", \""Mohammed Alghamdi\"", \""Bandar Ahmed Alamrani\"", \""Maram Algrani\""]""","""[\""https://orcid.org/0000-0002-3143-208X\"", null, null, null, \""https://orcid.org/0000-0001-7170-9824\"", null, null, \""https://orcid.org/0000-0002-9794-554X\"", null, null]"""
7153,Deep Learning Model for Anomaly Detection in Smart Grid for Network Security,2023,OpenAlex,10.1109/sasg60762.2023.11076081,,"Mohammed Alghamdi, Khaled Alotaibi, Rafat Rob, Fahad A. Musailem","""[\""Mohammed Alghamdi\"", \""Khaled Alotaibi\"", \""Rafat Rob\"", \""Fahad A. Musailem\""]""","""[\""https://orcid.org/0000-0002-9794-554X\"", null, null, null]"""
7166,"A fusion of BERT, machine learning and manual approach for fake news detection",2023,OpenAlex,10.1007/s11042-023-16669-z,,"Mohammed A. Al Ghamdi, Muhammad Shahid Bhatti, Atif Saeed, Zeeshan Gillani, Sultan H. Almotiri","""[\""Mohammed A. Al Ghamdi\"", \""Muhammad Shahid Bhatti\"", \""Atif Saeed\"", \""Zeeshan Gillani\"", \""Sultan H. Almotiri\""]""","""[null, \""https://orcid.org/0000-0002-4669-3602\"", \""https://orcid.org/0000-0002-7889-8944\"", \""https://orcid.org/0000-0002-2409-2320\"", \""https://orcid.org/0000-0003-1594-9115\""]"""
7170,"An intelligent and fast system for detection of grape diseases in RGB, grayscale, YCbCr, HSV and L*a*b* color spaces",2023,OpenAlex,10.1007/s11042-023-17446-8,,"Murtaza Ali Khan, Mohammed A. AlGhamdi","""[\""Murtaza Ali Khan\"", \""Mohammed A. AlGhamdi\""]""","""[\""https://orcid.org/0000-0002-3442-8019\"", null]"""
7183,The application of a new recyclable photocatalyst γ-Fe 2 O 3 @SiO 2 @ZIF8-Ag        in the photocatalytic degradation of amoxicillin in aqueous solutions,2023,Manual,,,,,
7184,A Fine-Grained System Driven of Attacks Over Several New Representation Techniques Using Machine Learning,2023,OpenAlex,10.1109/access.2023.3307018,,Mohammed A. Al Ghamdi,"""[\""Mohammed A. Al Ghamdi\""]""","""[\""https://orcid.org/0000-0002-5993-5236\""]"""
7185,A Framework for Moving from Traditional to Smart University,2023,Manual,,,,,
7187,A regularity criterion of 3D incompressible MHD system with mixed pressure-velocity-magnetic field,2023,OpenAlex,10.1063/5.0164054,,"Ahmad M. Alghamdi, Sadek Gala, Maria Alessandra Ragusa","""[\""Ahmad M. Alghamdi\"", \""Sadek Gala\"", \""Maria Alessandra Ragusa\""]""","""[\""https://orcid.org/0000-0001-9715-1558\"", \""https://orcid.org/0000-0002-4286-4689\"", \""https://orcid.org/0000-0001-6611-6370\""]"""
7188,A Systematic Literature Review of Deep Learning Algorithms for Segmentation of the COVID-19 Infection,2023,OpenAlex,10.32604/cmc.2023.038059,,"Shroog Alshomrani, Muhammad Arif, Mohammed A. Al Ghamdi","""[\""Shroog Alshomrani\"", \""Muhammad Arif\"", \""Mohammed A. Al Ghamdi\""]""","""[\""https://orcid.org/0000-0001-5978-3968\"", \""https://orcid.org/0000-0003-0513-9872\"", null]"""
7189,A regularity criterion in multiplier spaces to Navier-Stokes equations via the gradient of one velocity component,2023,OpenAlex,10.46298/cm.10267,,"Ahmad M. Alghamdi, Sadek Gala, Maria Alessandra Ragusa","""[\""Ahmad M. Alghamdi\"", \""Sadek Gala\"", \""Maria Alessandra Ragusa\""]""","""[\""https://orcid.org/0000-0001-9715-1558\"", \""https://orcid.org/0000-0002-4286-4689\"", \""https://orcid.org/0000-0001-6611-6370\""]"""
7190,Algebraic Structures on Smooth Vector Fields,2023,OpenAlex,10.3390/sym15122150,,"Amnah Abdu Alkinani, Ahmad M. Alghamdi","""[\""Amnah Abdu Alkinani\"", \""Ahmad M. Alghamdi\""]""","""[\""https://orcid.org/0000-0001-8208-7995\"", \""https://orcid.org/0000-0001-9715-1558\""]"""
7191,An Architecture for a Tri-Programming Model-Based Parallel Hybrid Testing Tool,2023,OpenAlex,10.3390/app132111960,,"Saeed Musaad Altalhi, Fathy Eassa, Abdullah Alghamdi, Sanaa Sharaf, Ahmed Mohammed Alghamdi, Khalid Ali Almarhabi, Maher Khemakhem","""[\""Saeed Musaad Altalhi\"", \""Fathy Eassa\"", \""Abdullah Alghamdi\"", \""Sanaa Sharaf\"", \""Ahmed Mohammed Alghamdi\"", \""Khalid Ali Almarhabi\"", \""Maher Khemakhem\""]""","""[\""https://orcid.org/0000-0002-0896-503X\"", \""https://orcid.org/0000-0003-3987-9051\"", \""https://orcid.org/0000-0001-9259-4536\"", \""https://orcid.org/0000-0003-0806-1396\"", \""https://orcid.org/0000-0001-7644-5039\"", \""https://orcid.org/0000-0002-3104-209X\"", \""https://orcid.org/0000-0002-1287-1634\""]"""
7192,Analytic Review of Healthcare Software by Using Quantum Computing Security Techniques,2023,OpenAlex,10.5391/ijfis.2023.23.3.336,,"Sultan H. Almotiri, Nadeem Mohd, A. Al Ghamdi Mohammed, Ahmad Khan Raees","""[\""Sultan H. Almotiri\"", \""Nadeem Mohd\"", \""A. Al Ghamdi Mohammed\"", \""Ahmad Khan Raees\""]""","""[\""https://orcid.org/0000-0003-1594-9115\"", null, null, null]"""
7193,Analyze textual data: deep neural network for adversarial inversion attack in wireless networks,2023,OpenAlex,10.1007/s42452-023-05565-8,,Mohammed A. Al Ghamdi,"""[\""Mohammed A. Al Ghamdi\""]""","""[null]"""
7194,Anticoagulants’ Use in Non-Valvular Atrial Fibrillation Patients and Bleeding Risks-A Patients’ Perspective Study Regarding Safety and Efficacy of Anticoagulants,2023,Manual,,,,,
7196,Classification and Prediction of Significant Cyber Incidents (SCI) Using Data Mining and Machine Learning (DM-ML),2023,OpenAlex,10.1109/access.2023.3249663,,"Gohar Mumtaz, Sheeraz Akram, Muhammad Waseem Iqbal, Muhammad Usman Ashraf, Khalid Ali Almarhabi, Ahmed Mohammed Alghamdi, Adel A. Bahaddad","""[\""Gohar Mumtaz\"", \""Sheeraz Akram\"", \""Muhammad Waseem Iqbal\"", \""Muhammad Usman Ashraf\"", \""Khalid Ali Almarhabi\"", \""Ahmed Mohammed Alghamdi\"", \""Adel A. Bahaddad\""]""","""[\""https://orcid.org/0000-0002-9784-5231\"", \""https://orcid.org/0000-0003-2321-3845\"", \""https://orcid.org/0000-0001-6284-5904\"", \""https://orcid.org/0000-0001-7341-8625\"", \""https://orcid.org/0000-0002-3104-209X\"", \""https://orcid.org/0000-0001-7644-5039\"", \""https://orcid.org/0000-0001-5137-5054\""]"""
7197,Computational and experimental analysis of foxtail millet under salt stress and selenium supplementation,2023,OpenAlex,10.1007/s11356-023-30364-4,,"Seerat Saleem, Khalid M. Alghamdi, Naveed Ul Mushtaq, Inayatullah Tahir, Ahmed Bahieldin, Bernard Henrissat, Mohammad K. Alghamdi, Reiaz Ul Rehman, Khalid Rehman Hakeem","""[\""Seerat Saleem\"", \""Khalid M. Alghamdi\"", \""Naveed Ul Mushtaq\"", \""Inayatullah Tahir\"", \""Ahmed Bahieldin\"", \""Bernard Henrissat\"", \""Mohammad K. Alghamdi\"", \""Reiaz Ul Rehman\"", \""Khalid Rehman Hakeem\""]""","""[\""https://orcid.org/0000-0002-2847-4991\"", \""https://orcid.org/0000-0002-6958-7327\"", \""https://orcid.org/0000-0001-6019-0422\"", \""https://orcid.org/0000-0001-5853-8055\"", \""https://orcid.org/0000-0002-6496-7881\"", \""https://orcid.org/0000-0002-3434-8588\"", null, \""https://orcid.org/0000-0002-7685-346X\"", \""https://orcid.org/0000-0001-7824-4695\""]"""
